289443448591583,289443737959717,289443448707447,289443450134629,115864,100045.752664777,100045.852674854,100045.752686936,100045.753180591,0.000022159,1,0.000222,0.043
289443737959717,289444027275579,289443738171445,289443739453877,211728,100045.852674854,100045.952682771,100045.852745657,100045.853188954,0.000070803,1,0.000708,0.138
289444027275579,289444316584129,289444027373095,289444028774427,97516,100045.952682771,100046.052687907,100045.952713713,100045.953198094,0.000030942,1,0.000309,0.06
289444316584129,289444605879929,289444316754317,289444318130995,170188,100046.052687907,100046.152689201,100046.052743978,100046.053220453,0.000056071,1,0.000561,0.105
289444605879929,289444895167719,289444606043251,289444607437451,163322,100046.152689201,100046.252686741,100046.152742254,100046.153224924,0.000053053,1,0.000531,0.099
289444895167719,289445184423945,289444895337219,289444896720087,169500,100046.252686741,100046.352673190,100046.252742171,100046.253221020,0.000055430,1,0.000554,0.104
289445184423945,289445473757239,289445184536899,289445185976461,112954,100046.352673190,100046.452686715,100046.352709520,100046.353208495,0.000036330,1,0.000363,0.0679
289445473757239,289445763044801,289445473853803,289445475253763,96564,100046.452686715,100046.552684499,100046.452717295,100046.453201219,0.000030580,1,0.000306,0.0594
289445763044801,289446052231375,289445763192185,289445764541259,147384,100046.552684499,100046.652647080,100046.552732667,100046.553198987,0.000048168,1,0.000482,0.0936
289446052231375,289446341630173,289446052317009,289446053744497,85634,100046.652647080,100046.752684122,100046.652674118,100046.653168387,0.000027038,1,0.00027,0.0519
289446341630173,289446630850057,289446341773705,289446343152119,143532,100046.752684122,100046.852657890,100046.752730356,100046.753207093,0.000046234,1,0.000462,0.0884
289446630850057,289446920120319,289446630939983,289446632368273,89926,100046.852657890,100046.952649214,100046.852686157,100046.853180293,0.000028267,1,0.000283,0.0541
289446920120319,289447209497967,289446920214949,289446921634833,94630,100046.952649214,100047.052678224,100046.952679534,100046.953171373,0.000030320,1,0.000303,0.0581
289447209497967,289447498703709,289447209595513,289447211021103,97546,100047.052678224,100047.152647365,100047.052709442,100047.053202535,0.000031218,1,0.000312,0.0595
289447498703709,289447788104037,289447498794703,289447500209981,90994,100047.152647365,100047.252684581,100047.152676647,100047.153166602,0.000029282,1,0.000293,0.0564
289447788104037,289448077330757,289447788203065,289447789601677,99028,100047.252684581,100047.352661491,100047.252716141,100047.253199600,0.000031560,1,0.000316,0.0613
289448077330757,289448366603039,289448077440737,289448078867869,109980,100047.352661491,100047.452653192,100047.352696714,100047.353190692,0.000035223,1,0.000352,0.0666
289448366603039,289448655935939,289448366698451,289448368138993,95412,100047.452653192,100047.552667302,100047.452684103,100047.453183828,0.000030911,1,0.000309,0.0583
289448655935939,289448945173441,289448656066423,289448657431985,130484,100047.552667302,100047.652647269,100047.552709627,100047.553181684,0.000042325,1,0.000423,0.0823
289448945173441,289449234535259,289448945258869,289448946681665,85428,100047.652647269,100047.752670793,100047.652674498,100047.653167295,0.000027229,1,0.000272,0.0524
289449234535259,289449523795407,289449234633797,289449236033905,98538,100047.752670793,100047.852659254,100047.752702450,100047.753186460,0.000031657,1,0.000317,0.0614
289449523795407,289449813065765,289449523884879,289449525295071,89472,100047.852659254,100047.952650653,100047.852687589,100047.853175480,0.000028335,1,0.000283,0.0549
289449813065765,289450102413127,289449813158235,289449814584657,92470,100047.952650653,100048.052669123,100047.952680436,100047.953174095,0.000029783,1,0.000298,0.0569
289450102413127,289450391740489,289450102510143,289450103909763,97016,100048.052669123,100048.152681761,100048.052700415,100048.053184385,0.000031292,1,0.000313,0.0607
289450391740489,289450681082219,289450391842787,289450393238305,102298,100048.152681761,100048.252697493,100048.152713752,100048.153196178,0.000031991,1,0.00032,0.0622
289450681082219,289450970236495,289450681389817,289450682602035,307598,100048.252697493,100048.352648704,100048.252801268,100048.253221165,0.000103775,1,0.00104,0.198
289450970236495,289451259584269,289450970323711,289450971746095,87216,100048.352648704,100048.452668069,100048.352676712,100048.353168700,0.000028008,1,0.00028,0.0539
289451259584269,289451548973057,289451259681545,289451261085569,97276,100048.452668069,100048.552701148,100048.452698755,100048.453184385,0.000030686,1,0.000307,0.0594
289451548973057,289451838147423,289451549118817,289451550523757,145760,100048.552701148,100048.652659085,100048.552748285,100048.553235468,0.000047137,1,0.000472,0.0882
289451838147423,289452127515801,289451838250377,289451839642133,102954,100048.652659085,100048.752685009,100048.652692067,100048.653173162,0.000032982,1,0.00033,0.0642
289452127515801,289452416721937,289452127617143,289452129044971,101342,100048.752685009,100048.852654309,100048.752717187,100048.753211005,0.000032178,1,0.000322,0.0612
289452416721937,289452706009995,289452416812233,289452418223403,90296,100048.852654309,100048.952651948,100048.852682972,100048.853170822,0.000028663,1,0.000287,0.0555
289452706009995,289452995339257,289452706117369,289452707507545,107374,100048.952651948,100049.052664369,100048.952686837,100048.953167438,0.000034889,1,0.000349,0.0677
289452995339257,289453284692663,289452995431005,289452996837337,91748,100049.052664369,100049.152685352,100049.052693559,100049.053179750,0.000029190,1,0.000292,0.0566
289453284692663,289453573955119,289453284799353,289453286189523,106690,100049.152685352,100049.252674387,100049.152719236,100049.153199821,0.000033884,1,0.000339,0.0659
289453573955119,289453863209269,289453574055793,289453575455053,100674,100049.252674387,100049.352659702,100049.252706229,100049.253189921,0.000031842,1,0.000318,0.0618
289453863209269,289454152559161,289453863301957,289453864699083,92688,100049.352659702,100049.452679905,100049.352689691,100049.353172644,0.000029989,1,0.0003,0.0585
289454152559161,289454441865481,289454152653353,289454154060229,94192,100049.452679905,100049.552684047,100049.452709495,100049.453195808,0.000029590,1,0.000296,0.0574
289454441865481,289454731087619,289454441967703,289454443361939,102222,100049.552684047,100049.652659317,100049.552716506,100049.553198474,0.000032459,1,0.000325,0.0631
289454731087619,289455020448681,289454731188727,289454732583313,101108,100049.652659317,100049.752683365,100049.652691240,100049.653173323,0.000031923,1,0.000319,0.0621
289455020448681,289455309659171,289455020553215,289455021945187,104534,100049.752683365,100049.852652638,100049.752715601,100049.753196771,0.000032236,1,0.000322,0.0628
289455309659171,289455599261241,289455309748803,289455311155917,89632,100049.852652638,100049.952759592,100049.852681552,100049.853168113,0.000028914,1,0.000289,0.0561
289455599261241,289455888253887,289455599364103,289455600775983,102862,100049.952759592,100050.052654923,100049.952792590,100049.953280773,0.000032998,1,0.00033,0.0633
289455888253887,289456177545901,289455888345669,289455889747693,91782,100050.052654923,100050.152655158,100050.052684568,100050.053169283,0.000029645,1,0.000296,0.0576
289456177545901,289456466903771,289456177633315,289456179040979,87414,100050.152655158,100050.252677264,100050.152682344,100050.153168975,0.000027186,1,0.000272,0.0529
289456466903771,289456756126925,289456467006241,289456468400045,102470,100050.252677264,100050.352652450,100050.252709593,100050.253191408,0.000032329,1,0.000323,0.0629
289456756126925,289457045509375,289456756215087,289456757625205,88162,100050.352652450,100050.452683417,100050.352680134,100050.353167617,0.000027684,1,0.000277,0.0537
289457045509375,289457334809713,289457045612427,289457047010279,103052,100050.452683417,100050.552685693,100050.452715833,100050.453199115,0.000032416,1,0.000324,0.0629
289457334809713,289457624007115,289457334916059,289457336313327,106346,100050.552685693,100050.652651387,100050.552719134,100050.553202424,0.000033441,1,0.000335,0.0647
289457624007115,289457913297665,289457624282149,289457625515995,275034,100050.652651387,100050.752650812,100050.652744486,100050.653170680,0.000093099,1,0.000931,0.179
289457913297665,289458202602731,289457913372267,289457914787325,74602,100050.752650812,100050.852654357,100050.752673551,100050.753162688,0.000022739,1,0.000227,0.0444
289458202602731,289458491985939,289458202689979,289458204098569,87248,100050.852654357,100050.952685907,100050.852681728,100050.853168659,0.000027371,1,0.000274,0.0532
289458491985939,289458781232321,289458492086509,289458493503625,100570,100050.952685907,100051.052668354,100050.952717120,100050.953207217,0.000031213,1,0.000312,0.0599
289458781232321,289459070531995,289458781329179,289458782728361,96858,100051.052668354,100051.152670386,100051.052699345,100051.053183276,0.000030991,1,0.00031,0.0602
289459070531995,289459359879673,289459070629361,289459072042987,97366,100051.152670386,100051.252689097,100051.152701472,100051.153190506,0.000031086,1,0.000311,0.0598
289459359879673,289459649078883,289459359982507,289459361386391,102834,100051.252689097,100051.352655727,100051.252721922,100051.253207245,0.000032825,1,0.000328,0.0634
289459649078883,289459938412085,289459649168225,289459650599941,89342,100051.352655727,100051.452669453,100051.352684430,100051.353179997,0.000028703,1,0.000287,0.0547
289459938412085,289460227732287,289459938512233,289459939918499,100148,100051.452669453,100051.552679634,100051.452701700,100051.453187844,0.000032247,1,0.000322,0.0622
289460227732287,289460516961239,289460227835843,289460229233737,103556,100051.552679634,100051.652656206,100051.552711905,100051.553195137,0.000032271,1,0.000323,0.0626
289460516961239,289460806216821,289460517058559,289460518467391,97320,100051.652656206,100051.752642603,100051.652687270,100051.653174504,0.000031064,1,0.000311,0.0599
289460806216821,289461095610929,289460806302637,289460807702477,85816,100051.752642603,100051.852677417,100051.752669950,100051.753153861,0.000027347,1,0.000273,0.0535
289461095610929,289461384915667,289461095706623,289461097105549,95694,100051.852677417,100051.952681352,100051.852707962,100051.853191549,0.000030545,1,0.000305,0.0594
289461384915667,289461674178227,289461385010445,289461386413459,94778,100051.952681352,100052.052670357,100051.952711345,100051.953196311,0.000029993,1,0.0003,0.0582
289461674178227,289461963710297,289461674275855,289461675676157,97628,100052.052670357,100052.152752864,100052.052701445,100052.053185490,0.000031088,1,0.000311,0.0603
289461963710297,289462252791345,289461963811455,289461965227153,101158,100052.152752864,100052.252679499,100052.152784942,100052.153274422,0.000032078,1,0.000321,0.0615
289462252791345,289462542075221,289462252896589,289462254297793,105244,100052.252679499,100052.352675600,100052.252712708,100052.253197086,0.000033209,1,0.000332,0.0642
289462542075221,289462831369743,289462542172813,289462543582607,97592,100052.352675600,100052.452675488,100052.352706517,100052.353194008,0.000030917,1,0.000309,0.0596
289462831369743,289463120693203,289462831464693,289462832873607,94950,100052.452675488,100052.552687088,100052.452705752,100052.453193114,0.000030264,1,0.000303,0.0585
289463120693203,289463409925251,289463120794295,289463122197913,101092,100052.552687088,100052.652664790,100052.552718036,100052.553203272,0.000030948,1,0.00031,0.06
289463409925251,289463699172693,289463410046559,289463411435965,121308,100052.652664790,100052.752647491,100052.652703660,100052.653183990,0.000038870,1,0.000389,0.0749
289463699172693,289463988476749,289463699259993,289463700662181,87300,100052.752647491,100052.852651138,100052.752675743,100052.753161268,0.000028252,1,0.000283,0.055
289463988476749,289464277759813,289463988560567,289463989966089,83818,100052.852651138,100052.952647234,100052.852677973,100052.853163840,0.000026835,1,0.000268,0.0523
289464277759813,289464567113707,289464277847823,289464279252241,88010,100052.952647234,100053.052668072,100052.952675596,100052.953161116,0.000028362,1,0.000284,0.0552
289464567113707,289464856457577,289464567210899,289464568603191,97192,100053.052668072,100053.152686636,100053.052699452,100053.053180749,0.000031380,1,0.000314,0.0612
289464856457577,289465145748677,289464856780535,289464857967645,322958,100053.152686636,100053.252685344,100053.152794938,100053.153205069,0.000108302,1,0.00108,0.209
289465145748677,289465434935841,289465145852003,289465147253305,103326,100053.252685344,100053.352647559,100053.252717753,100053.253202286,0.000032409,1,0.000324,0.0627
289465434935841,289465724333669,289465435026229,289465436423825,90388,100053.352647559,100053.452683814,100053.352676330,100053.353159475,0.000028771,1,0.000288,0.0562
289465724333669,289466013588733,289465724429433,289465725833675,95764,100053.452683814,100053.552670281,100053.452714089,100053.453199501,0.000030275,1,0.000303,0.0587
289466013588733,289466302852677,289466013685009,289466015084355,96276,100053.552670281,100053.652660845,100053.552700746,100053.553184509,0.000030465,1,0.000305,0.0592
289466302852677,289466592189259,289466302956261,289466304361929,103584,100053.652660845,100053.752675397,100053.652692872,100053.653178854,0.000032027,1,0.00032,0.0618
289466592189259,289466881459843,289466592292199,289466593697123,102940,100053.752675397,100053.852666313,100053.752707336,100053.753193111,0.000031939,1,0.000319,0.0617
289466881459843,289467170749267,289466881553889,289466882967095,94046,100053.852666313,100053.952664564,100053.852696137,100053.853184668,0.000029824,1,0.000298,0.0575
289467170749267,289467460046673,289467170841285,289467172247143,92018,100053.952664564,100054.052666230,100053.952693839,100053.953180145,0.000029275,1,0.000293,0.0568
289467460046673,289467749408033,289467460142795,289467461555213,96122,100054.052666230,100054.152689194,100054.052696391,100054.053185364,0.000030161,1,0.000302,0.0581
289467749408033,289468038700369,289467749512737,289467750923095,104704,100054.152689194,100054.252688507,100054.152722620,100054.153210463,0.000033426,1,0.000334,0.0641
289468038700369,289468327947341,289468038802861,289468040207639,102492,100054.252688507,100054.352672579,100054.252721267,100054.253206911,0.000032760,1,0.000328,0.0632
289468327947341,289468617205539,289468328041675,289468329449639,94334,100054.352672579,100054.452659802,100054.352702175,100054.353188901,0.000029596,1,0.000296,0.0573
289468617205539,289468906584911,289468617302623,289468618698327,97084,100054.452659802,100054.552689629,100054.452690713,100054.453173183,0.000030911,1,0.000309,0.0602
289468906584911,289469195804771,289468906687385,289468908082913,102474,100054.552689629,100054.652664136,100054.552722067,100054.553204499,0.000032438,1,0.000324,0.063
289469195804771,289469485163557,289469195911053,289469197318887,106282,100054.652664136,100054.752686643,100054.652697754,100054.653185155,0.000033618,1,0.000336,0.0645
289469485163557,289469774421787,289469485280957,289469486667351,117400,100054.752686643,100054.852673514,100054.752723987,100054.753203248,0.000037344,1,0.000373,0.0723
289469774421787,289470063754531,289469774516521,289469775918315,94734,100054.852673514,100054.952687228,100054.852703738,100054.853188267,0.000030224,1,0.000302,0.0587
289470063754531,289470352939621,289470063858437,289470065267941,103906,100054.952687228,100055.052649085,100054.952720273,100054.953207686,0.000033045,1,0.000331,0.0635
289470352939621,289470642338105,289470353031191,289470354428803,91570,100055.052649085,100055.152685903,100055.052678298,100055.053161418,0.000029213,1,0.000292,0.057
289470642338105,289470931623331,289470642437141,289470643863491,99036,100055.152685903,100055.252682840,100055.152716977,100055.153211215,0.000031074,1,0.000311,0.0592
